ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
LC807800.1|integron_01|LC807800.1_14	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807800.1|integron_01|LC807800.1_15	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807800.1|integron_01|LC807800.1_16	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807802.1|integron_01|LC807802.1_50	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
LC807802.1|integron_01|LC807802.1_51	166		GCN5-related N-acetyltransferase						UniRef50_A0A899NBB6,UniRef90_E6W491
LC807802.1|integron_01|LC807802.1_52	279	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	2.5.1.15	GO:0004156,GO:0005829,GO:0046654,GO:0046656,GO:0046872	COG0294,H	WP_000259031.1	UPI000000029B	UniRef100_P0C002,UniRef50_P0C002,UniRef90_P0C002
LC807802.1|integron_01|LC807802.1_53	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807802.1|integron_01|LC807802.1_54	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
LC807802.1|integron_01|LC807802.1_55	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
LC807802.1|integron_01|LC807802.1_56	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LC807802.1|integron_01|LC807802.1_57	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LC807803.1|integron_01|LC807803.1_277	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
LC807803.1|integron_01|LC807803.1_278	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LC807803.1|integron_01|LC807803.1_279	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LC807804.1|integron_01|LC807804.1_111	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
LC807804.1|integron_01|LC807804.1_112	300	aac(3)-VIa	aminoglycoside N-acetyltransferase AAC(3)-VIa					UPI0000D7F305	UniRef100_C4NV15,UniRef50_Q47030,UniRef90_Q47030
LN554848.1|integron_01|LN554848.1_57	175		ClbS/DfsB family four-helix bundle protein						UniRef50_Q6LQQ6,UniRef90_A0A090IBS7
LN554848.1|integron_01|LN554848.1_58	119		hypothetical protein					UPI00050913B1	UniRef100_A0A090K2M9,UniRef50_A0A090K2M9,UniRef90_A0A090K2M9
LN554848.1|integron_01|LN554848.1_59	316		DUF559 domain-containing protein				WP_045104646.1	UPI000508F6AD	UniRef100_A0A090IE86,UniRef50_A0A423KRS0,UniRef90_A0A090IE86
LN554848.1|integron_01|LN554848.1_60	154	yycN	Putative N-acetyltransferase YycN					UPI000508E949	UniRef100_A0A090I858,UniRef50_A0A1R4B5H1,UniRef90_A0A1T5HVE6
LN554848.1|integron_01|LN554848.1_61	100		Transcriptional regulator				WP_045104648.1	UPI000509296F	UniRef100_A0A4Q5KME0,UniRef50_D4GHT3,UniRef90_A0A1E5ARK8
LN554848.1|integron_01|LN554848.1_62	114		Diaminopimelate decarboxylase				WP_017020975.1	UPI0002FC22FC	UniRef100_A0A4Q5K641,UniRef50_I2BC85,UniRef90_A0A4Q5K641
LN554848.1|integron_01|LN554848.1_63	257		DUF2971 domain-containing protein						UniRef50_B0TTL4,UniRef90_A0A090K2N2
LN794247.1|integron_01|LN794247.1_75	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LN794247.1|integron_01|LN794247.1_76	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_A5YVY0
LN794247.1|integron_01|LN794247.1_77	157	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	1.5.1.3	GO:0004146				UniRef50_P95524,UniRef90_K9M352
LR213461.1|integron_01|LR213461.1_20	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LR213461.1|integron_01|LR213461.1_21	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LR213461.1|integron_01|LR213461.1_22	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LR861790.1|integron_01|LR861790.1_27	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LR861790.1|integron_01|LR861790.1_28	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LR861790.1|integron_01|LR861790.1_29	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LR890263.1|integron_01|LR890263.1_32	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LR890263.1|integron_01|LR890263.1_33	262	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47			WP_000503573.1	UPI00000BE4E8	UniRef100_Q9R3A9,UniRef50_Q9R3A9,UniRef90_Q9R3A9
LR890263.1|integron_01|LR890263.1_34	199	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146			UPI0001E654C9	UniRef100_A0A8D9KLG0,UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LR890401.1|integron_01|LR890401.1_149	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
LR890401.1|integron_01|LR890401.1_150	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
LR890401.1|integron_01|LR890401.1_151	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
LR890401.1|integron_02|LR890401.1_166	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
LR890401.1|integron_02|LR890401.1_167	88	mobC	MobC				WP_001144737.1	UPI000182469C	UniRef100_T2FLB2,UniRef50_A0A2Z2H7T6,UniRef90_T2FLB2
LR890662.1|integron_01|LR890662.1_29	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LR890662.1|integron_01|LR890662.1_30	238	aadA5	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	2.7.7.47					UniRef50_Q9R3A9,UniRef90_Q9R3A9
LR890662.1|integron_01|LR890662.1_31	214	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	1.5.1.3	GO:0004146				UniRef50_A0A8E8HUV3,UniRef90_C7S9T5
LR962329.1|integron_01|LR962329.1_35	503	rhaB	rhamnulokinase	2.7.1.5	GO:0004370,GO:0005524,GO:0005829,GO:0006071,GO:0008993,GO:0019301	COG1070,G			UniRef50_Q838L3,UniRef90_Q838L3
LR962329.1|integron_01|LR962329.1_36	428	rhaA	L-rhamnose isomerase	5.3.1.14	GO:0005737,GO:0008740,GO:0019299,GO:0019301,GO:0019324,GO:0030145	COG4806,G	WP_002364951.1	UPI0001B2B61F	UniRef100_A0AAJ1Y0B1,UniRef50_P32170,UniRef90_Q838L2
LR962329.1|integron_01|LR962329.1_37	282	rhaD	rhamnulose-1-phosphate aldolase	4.1.2.19	GO:0005829,GO:0008994,GO:0019301,GO:0019323,GO:0046872	COG0235,EG	WP_002391529.1	UPI0001D0CACA	UniRef100_A0AAJ1XY82,UniRef50_Q8Y3I8,UniRef90_Q838L1
LR962329.1|integron_01|LR962329.1_38	103	rhaM	L-rhamnose mutarotase	5.1.3.32	GO:0005737,GO:0016857,GO:0019299,GO:0019301,GO:0062192	COG3254,M	WP_002358416.1	UPI0001B1DF5B	UniRef100_A0AAJ1XZM0,UniRef50_Q838L0,UniRef90_Q838L0
LT904879.1|integron_01|LT904879.1_169	182	dfrA7	trimethoprim-resistant dihydrofolate reductase DfrA7					UPI00015DB18F	UniRef100_H9A9G2,UniRef90_H9A9G2
LT904879.1|integron_01|LT904879.1_170	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LT904889.1|integron_01|LT904889.1_37	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
LT904889.1|integron_01|LT904889.1_38	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
LT904892.1|integron_01|LT904892.1_108	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LT904892.1|integron_01|LT904892.1_109	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_Q0PRF6
LT904892.1|integron_01|LT904892.1_110	317	blaOXA	OXA-10 family class D beta-lactamase	3.5.2.6	GO:0005886,GO:0008658,GO:0008800,GO:0017001,GO:0046677,GO:0071555				UniRef50_Q06778,UniRef90_Q06778
LT904892.1|integron_01|LT904892.1_111	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
LT904892.1|integron_01|LT904892.1_112	118	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia						UniRef50_A0A4Y5TBA2,UniRef90_UPI002244F5A9
LT904892.1|integron_02|LT904892.1_126	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
LT904892.1|integron_02|LT904892.1_127	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
LT969519.1|integron_01|LT969519.1_5	110	qacG2	quaternary ammonium compound efflux SMR transporter QacG2			COG2076,V	WP_057094859.1	UPI0002B61F02	UniRef100_M1JNG1,UniRef50_P0AGC9,UniRef90_M1JNG1
LT969519.1|integron_01|LT969519.1_6	212	spoIVCA	TniC			COG1961,L			UniRef50_A0A6F8Z7W8,UniRef90_A0A0F7L1S6
MF116002.1|integron_01|MF116002.1_119	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
MF116002.1|integron_01|MF116002.1_120	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
MF116002.1|integron_01|MF116002.1_121	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
MF116002.1|integron_02|MF116002.1_136	66		hypothetical protein						
MF116002.1|integron_02|MF116002.1_137	215		Resolvase						UniRef50_A0A1X0Y490,UniRef90_A0A142CQP3
MF116002.1|integron_02|MF116002.1_138	183		Phage DNA invertase					UPI000D5048B7	UniRef100_A0A2S1FVA8,UniRef50_A0A2S1FVA8,UniRef90_A0A2S1FVA8
MF150084.1|integron_01|MF150084.1_99	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MF150084.1|integron_01|MF150084.1_100	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
MF150084.1|integron_01|MF150084.1_101	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
MF150084.1|integron_02|MF150084.1_119	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MF150084.1|integron_02|MF150084.1_120	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
MF150084.1|integron_02|MF150084.1_121	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
MF344581.1|integron_01|MF344581.1_96	198	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	2.7.7.46				UPI0003B04C42	UniRef100_A0A2R4KLR4,UniRef50_Q6X3H6,UniRef90_Q6X3H6
MF344581.1|integron_01|MF344581.1_97	210	catB8	type B-3 chloramphenicol O-acetyltransferase CatB8	2.3.1.28	GO:0008811,GO:0016740,GO:0046677		WP_048608591.1	UPI000012703E	UniRef100_P50869,UniRef50_P26841,UniRef90_P50869
MF344581.1|integron_01|MF344581.1_98	266	blaOXA-10	oxacillin-hydrolyzing class D beta-lactamase OXA-10	3.5.2.6	GO:0005886,GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677,GO:0071555	COG2602,V	WP_000846390.1	UPI00000009A2	UniRef100_P14489,UniRef50_P14489,UniRef90_P14489
MF344581.1|integron_01|MF344581.1_99	271	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47	GO:0005524,GO:0009012,GO:0046677,GO:0070566				UniRef50_P0AG05,UniRef90_P0AG05
MF344581.1|integron_01|MF344581.1_100	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MF554641.1|integron_01|MF554641.1_145	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MF554641.1|integron_01|MF554641.1_146	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
MF554641.1|integron_01|MF554641.1_147	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
MG764551.1|integron_01|MG764551.1_141	157	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	1.5.1.3	GO:0004146				UniRef50_P95524,UniRef90_K9M352
MG764551.1|integron_01|MG764551.1_142	326	tnp	IS5 family ISKpn26 transposase		GO:0003677,GO:0004803,GO:0005829,GO:0006313,GO:0045893	COG3039,X	WP_000019445.1	UPI000042820A	UniRef100_A0A162B5U1,UniRef50_P76071,UniRef90_P76071
MG879028.1|integron_01|MG879028.1_41	77		Integron gene cassette protein					UPI000D212392	UniRef100_A0A2P1H2G2,UniRef50_A0A7G8Q3I6,UniRef90_A0A2P1H2G2
MG879028.1|integron_01|MG879028.1_42	279	aadA9	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9						UniRef50_P0AG05,UniRef90_B7U9A7
MG879028.1|integron_01|MG879028.1_43	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MG879028.1|integron_02|MG879028.1_51	304	blaPSE	PSE family carbenicillin-hydrolyzing class A beta-lactamase	3.5.2.6	GO:0008800,GO:0030655,GO:0046677			UPI00000B7F62	UniRef100_Q03170,UniRef50_Q03170,UniRef90_Q03170
MG879028.1|integron_02|MG879028.1_52	269	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI00015D6B77	UniRef100_A0A0E3MUC8,UniRef50_P0AG05,UniRef90_P14511
MG879028.1|integron_02|MG879028.1_53	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MH056209.1|integron_01|MH056209.1_54	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MH056209.1|integron_01|MH056209.1_55	258	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47	GO:0005524,GO:0009012,GO:0046677,GO:0070566				UniRef50_P0AG05,UniRef90_P0AG06
MH056209.1|integron_01|MH056209.1_56	157	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	1.5.1.3	GO:0004146				UniRef50_P95524,UniRef90_K9M352
MH056209.1|integron_02|MH056209.1_64	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MH056209.1|integron_02|MH056209.1_65	198	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	2.7.7.46				UPI0003B04C42	UniRef100_A0A2R4KLR4,UniRef50_Q6X3H6,UniRef90_Q6X3H6
MH339998.1|integron_01|MH339998.1_33	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MH339998.1|integron_01|MH339998.1_34	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
MH339998.1|integron_01|MH339998.1_35	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
MH430881.1|integron_01|MH430881.1_176	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
MH430881.1|integron_01|MH430881.1_177	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
MH430881.1|integron_01|MH430881.1_178	157	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	1.5.1.3	GO:0004146			UPI00017219FA	UniRef100_A0A8E8H195,UniRef50_P11731,UniRef90_B2ZNP4
MH430881.1|integron_01|MH430881.1_179	281	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	2.7.7.47			WP_001749984.1	UPI000174F1BA	UniRef100_A0A068B2M4,UniRef50_P0AG05,UniRef90_B3V3X6
MH430881.1|integron_01|MH430881.1_180	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MH430882.1|integron_01|MH430882.1_75	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
MH430882.1|integron_01|MH430882.1_76	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
MH430882.1|integron_01|MH430882.1_77	157	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	1.5.1.3	GO:0004146			UPI00017219FA	UniRef100_A0A8E8H195,UniRef50_P11731,UniRef90_B2ZNP4
MH430882.1|integron_01|MH430882.1_78	281	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	2.7.7.47			WP_001749984.1	UPI000174F1BA	UniRef100_A0A068B2M4,UniRef50_P0AG05,UniRef90_B3V3X6
MH430882.1|integron_01|MH430882.1_79	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
MH733011.1|integron_01|MH733011.1_242	191		Mutator family transposase				WP_021538338.1	UPI000390D80C	UniRef100_C9WXG8,UniRef50_A2I607,UniRef90_A2I607
MH733011.1|integron_01|MH733011.1_243	110	qacL	quaternary ammonium compound efflux SMR transporter QacL						UniRef50_A0A699RPB9,UniRef90_D6CJR3
MH733011.1|integron_01|MH733011.1_244	248	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q9R3A9,UniRef90_Q701M8
MH733011.1|integron_01|MH733011.1_245	419	cmlA1	chloramphenicol efflux MFS transporter CmlA1		GO:0016020,GO:0022857,GO:0042910,GO:0055085,GO:1990961				UniRef50_P32482,UniRef90_A0A1Y0F555
MH733011.1|integron_01|MH733011.1_246	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
MH733011.1|integron_01|MH733011.1_247	202		Phosphoserine phosphatase				WP_000050382.1	UPI0000350841	UniRef100_Q75WM5,UniRef50_A0A936AE25,UniRef90_A0A6M6A7E5
MH733011.1|integron_01|MH733011.1_248	308	estX	macrolide esterase EstX				WP_001354011.1	UPI0001FB5D16	UniRef100_A0A2R4A7Q1,UniRef50_A0A2R4A7Q1,UniRef90_A0A2R4A7Q1
MK649824.1|integron_01|MK649824.1_9	184	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82					UniRef50_P19650,UniRef90_Q50JE8
